Datum	DDVEC	FHVEC	FG	FHX	FHXH	FHN	FHNH	FXX	FXXH	TG	TN	TNH	TX	TXH	T10N	T10NH	SQ	SP	Q	DR	RH	RHX	RHXH	PG	PX	PXH	PN	PNH	VVN	VVNH	VVX	VVXH	NG	UG	UX	UXH	UN	UNH	EV2
2015-06-11	225	25	29	50	9	0	21	150	12	115	59	24	163	17	29	24	84	50	1896	17	53	35	12	10165	10188	23	10146	2	4	24	83	16	4	78	99	24	46	16	29
2015-06-12	191	22	25	50	9	10	1	80	9	138	47	4	183	14	15	6	93	56	2373	0	-1	-1	20	10175	10195	9	10139	24	1	1	83	19	4	61	100	4	42	12	38
2015-06-13	208	36	39	50	4	20	21	110	6	163	137	24	196	16	121	24	9	5	917	13	17	11	17	10138	10156	24	10128	4	50	15	83	1	7	79	91	24	59	1	16
2015-06-14	323	19	23	40	12	10	5	90	12	165	103	24	208	14	76	24	115	69	2483	0	0	0	1	10183	10192	15	10156	1	56	4	83	18	4	68	97	23	42	14	42
2015-06-15	235	15	21	40	14	10	1	100	17	174	98	1	233	13	72	6	46	28	1444	2	1	1	10	10157	10180	1	10138	24	60	8	80	18	6	74	97	1	57	19	25
2015-06-16	224	25	31	50	20	10	9	130	20	150	126	24	177	13	120	6	16	10	698	89	249	43	8	10108	10130	1	10095	17	41	14	71	24	7	88	96	10	79	24	12
2015-06-17	184	28	39	50	1	20	18	140	17	143	112	4	175	15	107	6	45	27	1563	25	33	21	17	10097	10139	6	10005	24	59	23	80	12	6	78	95	19	52	14	25
2015-06-18	224	59	64	90	9	40	3	160	11	141	107	22	172	16	106	24	48	29	1372	79	130	48	22	10012	10032	22	9980	4	50	1	80	16	7	80	92	2	60	16	22
2015-06-19	254	44	47	60	2	30	19	140	13	136	118	3	166	12	117	6	12	7	1046	64	64	23	4	10085	10139	23	10026	2	56	15	80	12	7	87	95	3	68	12	17
2015-06-20	206	28	29	40	10	20	19	90	11	154	111	4	191	13	105	6	75	45	2154	0	-1	-1	22	10126	10138	1	10114	24	56	23	80	14	6	78	95	1	60	10	36
2015-06-21	233	42	43	60	9	30	1	120	9	173	144	2	211	15	144	6	36	21	1323	14	10	5	1	10118	10128	22	10103	5	43	6	81	18	7	76	96	2	54	14	23
2015-06-22	228	42	44	70	17	20	4	150	17	158	146	24	176	18	139	6	28	17	937	3	2	2	15	10107	10121	1	10094	14	67	23	81	8	7	70	82	1	59	16	16
2015-06-23	241	46	49	70	9	20	22	150	11	154	123	24	190	13	111	24	77	46	1779	12	25	24	11	10141	10170	22	10114	2	58	11	80	13	6	73	88	24	56	16	30
2015-06-24	283	26	30	50	13	10	20	110	15	141	105	22	182	14	83	24	73	44	1867	4	4	3	8	10212	10236	23	10173	1	65	21	83	18	5	73	94	21	53	13	30
2015-06-25	221	33	35	40	7	20	2	80	9	142	117	9	167	17	120	6	0	0	442	114	51	8	10	10218	10229	1	10206	16	22	19	69	4	8	93	97	15	84	6	7
2015-06-26	206	15	23	30	1	20	3	70	1	194	162	3	237	16	121	24	81	48	2144	4	1	1	1	10226	10239	12	10209	24	44	3	70	15	4	83	96	3	64	15	39
2015-06-27	136	34	35	60	12	20	20	100	12	238	158	3	302	17	117	6	151	90	2909	0	0	0	1	10170	10205	1	10147	24	57	1	81	19	0	69	94	1	46	13	56
2015-06-28	138	18	31	70	19	20	1	220	19	249	192	19	322	16	178	6	66	39	1871	38	288	217	19	10137	10155	8	10099	18	44	19	80	17	6	72	96	20	47	15	37
2015-06-29	308	26	32	50	13	10	2	100	15	169	114	24	196	1	82	24	71	42	1548	10	22	22	1	10186	10226	22	10131	2	23	2	81	17	5	83	98	2	62	18	27
2015-06-30	302	27	29	60	15	10	2	100	13	152	88	4	197	12	54	6	127	76	2518	0	0	0	1	10230	10237	22	10224	2	2	4	82	17	4	69	100	2	44	15	42
2015-07-01	322	30	31	50	9	10	4	110	12	144	95	24	184	16	63	24	97	58	1997	12	15	5	14	10230	10236	12	10220	24	61	12	82	18	3	71	94	24	56	15	33
2015-07-02	320	27	29	50	13	10	5	110	15	138	86	3	176	12	52	6	58	35	1547	0	0	0	1	10186	10216	1	10168	24	65	2	81	11	4	72	97	3	55	12	25
2015-07-03	338	29	31	50	9	10	22	80	8	146	90	4	190	14	59	6	117	70	2639	0	0	0	1	10168	10177	21	10158	4	64	23	81	13	3	71	96	23	52	15	43
2015-07-04	10	21	25	40	11	0	2	90	14	155	98	1	205	16	75	6	102	61	2642	0	0	0	1	10173	10181	9	10167	17	59	3	80	13	4	74	99	2	56	15	44
2015-07-05	111	12	19	30	22	10	3	70	16	182	92	4	243	17	59	6	117	70	2706	0	0	0	1	10132	10170	1	10079	24	59	4	68	23	3	69	97	4	42	17	48
2015-07-06	224	28	36	60	7	10	21	110	6	175	111	23	212	12	78	24	65	39	1652	7	9	9	13	10079	10101	22	10056	5	61	4	81	15	6	72	97	22	48	17	29
2015-07-07	183	27	32	60	11	10	21	100	10	176	118	1	221	15	98	6	63	38	1896	0	0	0	1	10079	10095	1	10065	19	62	21	81	15	6	68	95	22	44	15	33
2015-07-08	201	38	40	70	14	10	1	120	10	178	133	4	215	15	113	6	70	42	1832	0	-1	-1	2	10091	10110	23	10066	1	70	1	82	19	6	67	90	4	45	14	32
2015-07-09	224	31	36	60	15	20	1	120	15	168	122	23	208	17	80	24	60	36	1453	34	49	23	7	10134	10177	24	10097	3	50	6	81	20	5	75	96	6	50	15	25
2015-07-10	249	16	25	40	10	0	22	80	16	165	97	4	225	15	59	6	117	71	2414	0	0	0	1	10184	10195	22	10176	1	59	2	81	18	3	72	98	2	42	16	41
2015-07-11	15	10	18	30	12	0	1	60	12	179	93	4	237	13	66	6	96	58	2135	0	0	0	1	10197	10204	9	10191	19	5	4	81	20	4	70	100	3	45	11	37
2015-07-12	25	46	48	70	21	20	1	150	21	180	135	24	238	12	134	24	38	23	1708	65	589	275	21	10145	10188	1	10113	17	27	20	80	12	7	76	99	20	53	12	30
2015-07-13	337	44	50	70	8	30	19	130	3	134	127	18	141	3	128	18	0	0	417	139	43	6	10	10116	10125	16	10102	4	32	18	65	1	8	94	97	18	92	8	7
2015-07-14	262	66	69	90	10	40	1	170	13	137	125	19	163	11	124	24	0	0	299	205	475	75	12	10081	10129	24	10032	11	31	5	65	10	8	95	97	4	92	1	5
2015-07-15	275	26	31	50	1	0	23	110	1	171	128	24	222	17	109	24	110	67	2543	22	22	14	4	10159	10175	13	10134	1	57	4	81	18	4	77	99	22	49	17	44
2015-07-16	185	34	37	60	12	10	1	110	12	163	129	2	211	11	111	6	9	6	949	105	150	38	18	10040	10126	1	9960	24	43	23	75	13	8	86	98	1	60	11	16
2015-07-17	208	50	51	70	13	30	2	150	14	159	134	14	192	13	130	6	53	33	1699	24	30	18	14	9964	9977	14	9953	3	58	14	80	12	7	80	94	1	62	10	29
2015-07-18	210	54	55	70	6	40	17	150	15	152	139	6	173	18	132	24	2	1	601	61	29	5	6	9987	10020	24	9957	4	48	10	75	13	8	83	92	6	73	18	10
2015-07-19	203	13	24	40	1	10	22	80	1	166	116	5	208	14	104	6	68	42	2193	0	-1	-1	17	10042	10065	24	10020	1	65	4	81	16	6	74	92	5	53	13	37
2015-07-20	316	11	16	30	16	10	5	60	16	171	145	22	226	14	137	24	33	20	1591	10	32	32	17	10086	10103	22	10065	1	31	21	81	12	8	81	99	21	47	12	27
2015-07-21	13	22	25	40	16	10	1	80	17	167	125	24	202	12	112	24	11	7	1242	0	0	0	1	10107	10122	24	10095	2	23	3	82	14	7	81	99	3	57	14	21
2015-07-22	325	30	34	50	11	10	2	120	11	152	126	23	186	15	116	24	50	31	1845	0	-1	-1	9	10126	10129	13	10119	24	65	2	81	11	7	71	94	3	51	15	31
2015-07-23	271	46	47	60	10	30	1	140	14	135	113	20	170	10	110	6	50	31	1496	60	88	38	23	10090	10116	1	10058	24	57	22	80	12	6	78	95	22	58	12	24
2015-07-24	268	45	46	60	2	20	23	150	2	124	110	24	133	16	96	24	0	0	435	177	250	36	1	10067	10091	22	10047	4	37	10	65	22	7	94	96	12	91	22	7
2015-07-25	229	8	18	30	11	10	5	60	12	150	71	5	197	13	43	6	45	28	1501	0	-1	-1	14	10087	10099	22	10079	14	2	4	80	9	5	80	99	3	57	13	25
2015-07-26	261	17	20	30	12	10	9	70	15	155	133	4	186	15	134	6	2	1	891	34	12	3	4	10127	10162	24	10094	2	26	4	80	15	8	87	99	4	68	15	15
2015-07-27	81	7	17	40	19	10	1	70	19	170	125	3	217	18	114	6	53	34	1365	0	0	0	1	10182	10195	23	10163	1	14	24	75	9	6	84	99	24	67	17	23
2015-07-28	2	23	26	40	16	10	8	80	17	188	150	1	243	16	143	6	50	32	1642	0	0	0	1	10196	10213	23	10187	14	2	3	76	14	5	82	100	3	63	12	29
2015-07-29	322	26	27	40	13	10	2	80	17	157	127	3	189	13	108	6	15	10	1183	0	-1	-1	11	10208	10216	7	10197	24	56	4	80	9	7	81	98	2	65	10	20
2015-07-30	316	23	24	30	1	10	4	80	13	147	131	5	168	13	130	6	0	0	675	0	-1	-1	5	10191	10194	13	10183	24	65	5	80	14	8	78	91	5	65	10	11
2015-07-31	295	9	13	20	2	0	21	50	18	142	80	24	181	15	62	24	23	15	973	0	0	0	1	10173	10180	1	10166	17	5	24	82	13	6	75	100	24	58	14	16
2015-08-01	152	13	17	30	10	10	1	60	11	153	61	4	217	16	46	6	131	84	2577	0	0	0	1	10165	10175	7	10157	17	4	2	65	12	0	77	100	1	56	13	43
2015-08-02	131	17	21	40	11	10	1	80	14	208	115	4	267	15	92	6	105	68	2272	0	0	0	1	10154	10163	10	10142	24	5	2	80	16	4	74	100	2	49	14	42
2015-08-03	324	11	20	30	9	0	23	60	9	197	141	24	234	12	122	24	0	0	763	5	1	1	8	10138	10151	22	10130	4	5	23	80	18	7	84	99	23	68	18	14
2015-08-04	210	27	30	40	9	10	1	90	11	195	127	2	253	15	112	6	67	44	1832	52	29	10	19	10125	10142	1	10101	24	0	2	81	12	4	83	100	2	59	14	33
2015-08-05	237	22	33	50	8	10	21	90	10	189	154	24	229	15	134	24	67	44	1646	0	0	0	1	10118	10129	11	10103	1	57	4	78	17	6	79	95	23	58	15	29
2015-08-06	175	12	29	50	13	10	1	100	13	185	143	22	246	13	142	24	19	12	1189	45	85	21	19	10037	10101	1	10003	18	24	18	80	13	8	87	97	17	68	13	21
2015-08-07	219	45	47	70	11	10	22	150	11	165	137	23	205	15	118	24	79	52	1837	2	1	1	16	10038	10052	13	10014	1	50	3	80	13	6	79	97	2	55	14	31
2015-08-08	255	38	41	70	14	10	5	140	14	158	130	6	191	14	130	6	48	32	1492	63	84	38	21	10047	10103	24	10003	6	60	5	82	18	7	79	98	5	54	14	25
2015-08-09	293	38	40	60	9	20	3	150	16	147	118	24	173	14	94	24	71	47	1635	2	6	6	16	10180	10243	24	10106	1	65	1	80	13	6	75	92	1	60	9	27
2015-08-10	232	39	40	60	11	10	6	130	22	159	93	5	201	12	56	6	33	22	1412	7	4	3	22	10203	10247	5	10137	24	58	22	80	14	6	73	92	4	54	13	24
2015-08-11	235	53	54	70	9	30	17	140	11	172	154	3	211	15	149	6	23	15	1031	16	30	22	15	10106	10134	1	10086	23	57	16	74	12	8	84	95	18	66	12	18
2015-08-12	279	24	29	50	1	0	24	80	1	176	134	24	211	12	122	24	15	10	1115	8	3	2	6	10098	10113	22	10083	3	50	5	75	12	8	88	99	23	74	17	19
2015-08-13	185	26	27	40	10	10	1	90	13	173	134	1	200	13	124	6	4	3	581	30	34	18	16	10081	10105	1	10062	24	38	16	75	12	8	92	99	1	78	11	10
2015-08-14	257	20	23	40	12	0	6	90	12	172	138	21	212	15	106	24	22	15	1047	75	149	46	5	10065	10104	24	10035	6	48	8	81	18	6	83	99	5	64	18	18
2015-08-15	275	15	23	40	11	0	21	90	14	160	116	2	211	13	92	6	104	71	2238	0	0	0	1	10153	10193	21	10102	1	50	2	81	12	4	77	98	1	45	12	38
2015-08-16	216	22	27	40	10	10	1	90	14	177	124	1	218	14	113	6	45	31	1494	0	-1	-1	3	10172	10186	1	10161	19	65	1	82	16	7	70	92	1	52	17	26
2015-08-17	310	13	26	40	15	10	5	70	15	176	134	5	222	13	118	6	57	39	1524	0	-1	-1	24	10166	10177	23	10155	4	50	4	81	16	6	78	99	5	59	16	27
2015-08-18	47	23	27	40	11	10	20	90	18	164	136	2	194	13	135	6	9	6	834	33	79	46	17	10135	10173	1	10093	18	19	23	75	10	8	90	99	21	77	12	14
2015-08-19	288	25	28	50	13	10	20	100	10	155	93	24	197	15	75	24	83	57	1752	14	4	3	3	10174	10210	20	10106	1	12	1	81	14	4	81	99	1	59	14	29
2015-08-20	196	13	21	40	11	10	3	70	12	168	93	1	231	15	73	6	67	46	1869	0	0	0	1	10198	10210	10	10169	24	19	2	80	17	4	76	98	1	46	14	32
2015-08-21	213	20	31	50	12	10	23	120	14	197	121	2	274	12	98	6	34	24	1330	0	-1	-1	16	10141	10163	1	10120	11	2	24	73	13	5	81	99	24	66	12	24
2015-08-22	325	7	18	30	13	10	1	80	19	178	122	5	234	12	107	6	43	30	1210	22	22	17	24	10180	10197	16	10164	1	0	1	73	10	6	87	100	3	66	12	21
2015-08-23	175	13	28	40	2	10	1	100	6	191	151	5	242	17	137	6	38	27	863	70	76	21	11	10129	10165	4	10099	11	9	4	72	16	7	91	99	1	72	16	15
2015-08-24	224	22	24	40	13	20	1	80	13	183	147	24	209	15	128	24	5	4	589	8	4	2	13	10141	10157	21	10130	1	24	12	75	15	7	89	97	24	80	15	10
2015-08-25	148	12	21	40	11	10	2	90	15	172	103	5	242	13	86	6	57	40	1457	6	45	45	15	10128	10156	1	10102	24	0	2	80	12	6	85	100	2	59	13	25
2015-08-26	175	22	39	50	5	20	1	100	15	178	147	1	212	9	132	6	6	4	596	31	24	11	11	10050	10096	1	10017	11	50	8	75	15	7	85	94	8	78	15	10
2015-08-27	227	33	36	60	10	20	1	130	12	145	116	24	183	11	108	24	29	21	1135	45	82	34	24	10111	10150	24	10075	1	19	19	78	10	7	85	94	19	68	10	19
2015-08-28	223	36	38	60	11	20	16	120	11	137	114	1	166	17	108	6	31	22	756	80	173	44	12	10145	10152	13	10135	24	57	19	75	18	6	90	96	4	78	18	12
2015-08-29	265	31	35	60	11	20	19	110	8	136	92	24	165	12	53	24	35	25	1074	5	3	2	6	10145	10162	20	10123	5	62	2	81	16	7	77	97	2	53	16	17
2015-08-30	250	10	16	30	10	10	3	60	11	128	82	24	181	15	49	24	22	16	819	5	17	17	11	10153	10160	11	10148	5	4	22	80	13	5	87	99	20	65	13	13
2015-08-31	294	13	19	30	10	10	4	60	14	141	86	1	179	12	50	6	32	23	997	1	1	1	5	10151	10163	23	10142	4	57	5	80	14	6	84	98	1	65	14	16
2015-09-01	36	12	13	30	18	0	2	60	14	127	61	5	191	15	34	6	84	61	1754	0	0	0	1	10158	10169	9	10146	24	5	2	82	10	2	78	99	1	55	11	27
2015-09-02	167	11	20	40	12	10	1	80	16	169	74	5	251	16	47	6	96	71	1707	0	0	0	1	10123	10141	1	10110	17	0	24	67	7	2	81	99	22	60	16	29
2015-09-03	152	19	23	40	14	10	1	170	24	208	119	4	279	16	103	6	94	69	1720	1	1	1	24	10099	10117	1	10066	23	0	1	80	16	4	79	100	2	54	15	32
2015-09-04	213	20	24	50	24	10	19	170	1	185	147	24	221	13	141	24	12	9	811	37	136	50	18	10082	10093	14	10060	2	31	19	75	13	7	91	99	6	73	13	14
2015-09-05	226	53	55	70	15	30	4	140	17	153	122	5	190	13	112	6	68	51	1348	10	37	28	13	10127	10161	22	10091	1	50	13	75	15	5	79	94	1	62	16	22
2015-09-06	209	66	69	90	18	50	1	180	19	152	137	23	166	10	130	6	3	2	515	130	270	127	23	10101	10161	1	10025	22	48	17	75	5	8	87	96	23	74	10	9
2015-09-07	249	49	50	60	9	40	6	130	3	149	128	24	177	11	125	24	25	19	758	46	79	31	22	10083	10101	12	10040	1	57	23	72	10	7	80	96	24	67	11	12
2015-09-08	245	35	36	50	9	20	19	110	12	145	125	4	166	16	121	6	2	2	398	75	99	31	13	10079	10094	21	10072	5	47	13	70	7	8	91	96	8	80	16	7
2015-09-09	222	27	28	40	13	10	21	70	5	175	156	1	200	14	146	24	2	2	444	0	-1	-1	19	10105	10118	21	10089	4	31	10	70	13	8	93	99	24	83	14	8
2015-09-10	167	26	32	50	13	10	2	250	21	207	151	2	254	14	133	6	24	18	1121	20	118	111	21	10077	10112	1	10041	20	1	2	75	11	7	89	100	2	74	13	21
2015-09-11	211	38	39	70	10	20	5	120	11	172	148	22	201	10	136	24	20	15	839	14	52	27	16	10082	10090	24	10075	15	65	1	75	9	7	86	95	5	72	11	15
2015-09-12	216	62	65	90	18	40	1	190	18	168	143	2	210	17	129	6	18	14	529	9	7	4	14	10072	10096	24	10050	15	50	14	75	10	7	82	93	14	70	18	9
2015-09-13	240	55	56	70	10	30	23	150	22	155	116	23	187	15	105	24	74	57	1400	20	53	26	19	10109	10125	24	10095	1	50	19	72	15	4	77	95	19	54	15	23
2015-09-14	247	40	40	70	11	30	1	120	12	143	113	4	179	12	91	6	64	50	1090	0	0	0	1	10162	10181	21	10130	1	61	22	80	12	4	74	92	24	58	12	18
2015-09-15	320	11	23	30	1	10	7	60	11	140	90	24	187	13	67	24	79	62	1254	0	0	0	1	10208	10219	23	10183	1	50	5	82	14	3	79	98	6	56	13	20
2015-09-16	115	29	35	60	14	20	1	100	13	141	73	5	192	13	44	6	63	50	1329	2	2	2	17	10154	10214	1	10095	23	60	19	78	11	4	80	95	2	59	13	22
2015-09-17	206	41	42	60	10	20	22	110	16	151	120	24	173	11	117	24	3	2	492	13	9	4	24	10076	10098	1	10035	24	61	3	75	11	8	84	91	4	73	14	8
2015-09-18	218	25	30	60	10	10	21	110	12	122	76	24	166	13	57	24	58	46	1198	10	11	10	1	10032	10054	24	10013	7	30	24	80	12	5	85	98	21	67	12	19
2015-09-19	241	21	26	40	9	10	1	90	10	126	67	5	179	13	44	6	73	59	1154	0	-1	-1	11	10123	10185	23	10057	1	1	6	81	15	3	82	100	5	61	15	18
2015-09-20	212	40	41	60	11	30	1	100	11	158	114	2	187	15	100	6	11	9	736	0	0	0	1	10200	10212	20	10182	1	60	6	75	13	7	82	94	3	70	13	12
2015-09-21	214	42	43	50	11	30	1	120	16	160	141	24	186	14	132	24	1	1	529	0	-1	-1	21	10175	10197	1	10161	23	67	20	80	14	7	79	88	24	67	14	9
2015-09-22	251	31	35	50	5	10	24	100	14	145	92	24	178	13	63	24	56	46	1165	1	1	1	6	10184	10199	19	10162	1	58	24	76	15	5	75	98	24	53	16	19
2015-09-23	217	16	19	40	11	10	1	70	12	133	78	24	185	13	45	24	63	52	1018	0	-1	-1	3	10184	10194	9	10173	24	2	23	68	15	3	87	100	23	65	15	16
2015-09-24	163	9	13	30	14	0	18	50	14	127	63	5	209	17	36	6	93	77	1378	0	0	0	1	10162	10172	1	10152	14	1	4	71	14	1	85	100	3	55	15	22
2015-09-25	184	18	20	40	12	10	1	80	12	154	71	5	227	15	46	6	97	80	1365	0	0	0	1	10182	10196	23	10168	2	0	3	79	17	2	82	100	3	56	14	23
2015-09-26	231	15	23	60	12	0	2	100	12	166	115	3	231	12	85	6	44	37	1043	18	16	12	18	10226	10267	24	10195	3	1	2	81	15	5	86	100	2	55	12	18
2015-09-27	244	4	13	20	9	10	1	40	11	157	103	23	206	15	81	24	41	34	866	0	0	0	1	10296	10311	22	10268	1	1	22	65	16	5	91	100	1	68	14	15
2015-09-28	124	17	19	40	11	10	1	60	10	161	89	6	238	15	66	6	106	89	1417	0	0	0	1	10290	10310	1	10274	23	1	1	65	12	0	86	100	2	59	14	24
2015-09-29	134	22	23	40	13	10	4	70	15	178	123	24	252	15	82	24	105	89	1376	0	0	0	1	10266	10276	9	10257	16	1	22	73	15	0	84	99	22	54	15	24
2015-09-30	140	15	16	30	9	10	3	50	8	165	105	24	241	13	74	6	106	90	1374	0	0	0	1	10253	10261	9	10246	15	7	23	72	12	0	83	98	1	51	12	23
2015-10-01	71	3	7	10	1	0	2	30	17	161	88	6	260	15	69	6	93	80	1246	0	0	0	1	10261	10268	9	10253	3	0	22	61	9	0	84	100	2	49	15	21
2015-10-02	203	7	9	20	13	0	1	40	13	156	77	6	256	14	65	6	95	82	1282	0	0	0	1	10245	10261	1	10223	24	0	5	77	13	1	84	100	3	43	14	21
2015-10-03	214	29	31	50	14	10	3	110	14	181	99	4	243	12	70	6	65	56	1052	0	0	0	1	10197	10219	1	10177	24	6	3	74	15	4	73	100	3	54	15	19
2015-10-04	244	38	39	50	10	30	3	110	14	171	154	22	200	15	148	24	33	29	627	0	-1	-1	9	10188	10198	20	10171	3	50	5	79	15	5	81	93	23	64	15	11
2015-10-05	229	53	53	70	20	30	2	140	18	172	157	2	183	16	152	6	2	2	350	0	-1	-1	11	10167	10187	1	10119	24	63	1	75	13	8	82	91	1	73	16	6
2015-10-06	241	56	62	90	5	30	22	170	3	134	83	24	176	2	69	24	31	27	669	46	87	29	22	10069	10106	1	10045	7	57	6	80	13	6	76	96	8	53	14	11
2015-10-07	287	31	34	60	15	20	9	170	3	107	82	4	142	15	72	24	57	51	799	96	131	26	3	10112	10159	21	10049	2	57	15	74	14	6	85	95	20	68	10	12
2015-10-08	307	20	23	40	13	10	10	100	6	100	72	24	135	14	51	24	53	47	785	20	45	17	11	10166	10189	23	10155	4	59	21	78	15	6	83	98	24	69	15	11
2015-10-09	208	31	36	60	12	10	1	100	22	116	60	2	170	23	40	6	5	4	356	77	49	14	14	10172	10197	7	10144	22	3	1	70	7	8	94	100	1	84	8	5
2015-10-10	248	60	61	70	8	40	1	160	13	169	163	1	179	11	162	6	3	3	378	10	3	2	1	10142	10154	22	10131	6	50	1	71	11	8	86	97	1	77	12	6
2015-10-11	254	52	55	80	5	30	18	150	2	156	133	21	173	13	131	24	0	0	143	48	25	8	17	10155	10178	22	10140	5	37	19	73	13	8	87	97	18	80	4	2
2015-10-12	40	10	15	30	2	0	7	80	2	111	98	18	136	1	97	24	0	0	186	165	155	19	6	10201	10247	24	10175	1	29	1	65	8	8	97	98	1	91	9	3
2015-10-13	38	15	16	30	11	10	1	60	11	90	33	24	146	14	3	24	69	63	851	0	0	0	1	10301	10331	22	10250	1	2	4	81	16	3	85	100	4	64	15	12
2015-10-14	99	21	23	40	12	10	1	70	12	76	19	6	146	13	-9	12	91	84	1092	0	0	0	1	10331	10346	10	10317	24	5	3	82	13	1	81	99	3	46	14	15
2015-10-15	123	27	28	50	11	10	5	80	9	68	4	6	139	15	-32	6	97	90	1118	0	0	0	1	10283	10314	1	10256	24	41	5	80	14	0	83	98	5	56	14	15
2015-10-16	160	20	21	30	1	0	18	50	1	75	29	23	144	15	-3	24	97	91	1082	0	0	0	1	10239	10255	1	10226	24	2	22	77	12	1	81	100	21	56	13	15
2015-10-17	194	35	37	60	22	10	1	110	21	112	46	2	161	14	13	6	28	26	559	0	0	0	1	10181	10224	1	10101	24	1	2	67	14	6	89	100	2	74	14	8
2015-10-18	233	46	50	70	3	30	22	200	6	105	80	9	138	4	64	24	27	26	481	45	83	34	6	10081	10096	21	10047	5	56	6	80	13	6	78	95	6	52	13	7
2015-10-19	248	25	30	50	10	10	19	110	21	83	45	22	137	12	20	24	50	48	692	41	39	11	14	10145	10206	24	10092	1	33	19	76	10	5	84	98	19	59	12	10
2015-10-20	238	22	23	40	1	10	19	100	12	70	25	24	108	14	2	24	39	37	695	25	25	10	1	10248	10272	21	10205	1	56	24	75	10	7	88	98	24	72	11	9
2015-10-21	183	23	24	40	11	10	1	80	13	64	16	3	120	14	-11	6	93	90	908	0	0	0	1	10262	10273	8	10250	23	59	1	77	15	1	83	98	1	63	13	12
2015-10-22	146	32	32	50	13	20	1	90	13	58	21	5	101	15	1	24	93	90	934	0	0	0	1	10202	10246	1	10171	22	58	5	66	1	0	82	94	5	64	15	12
2015-10-23	143	43	44	50	8	30	1	100	24	82	34	5	137	14	22	6	90	88	904	0	0	0	1	10144	10169	1	10116	24	58	2	72	20	0	77	89	4	67	14	13
2015-10-24	124	66	67	90	19	40	7	150	15	97	51	7	131	15	39	6	90	89	894	0	0	0	1	10060	10112	1	10030	22	59	3	82	18	2	69	84	5	57	23	13
2015-10-25	126	57	58	80	1	30	20	140	2	103	85	24	127	1	67	24	1	1	252	51	33	14	13	10028	10043	24	10021	14	56	18	82	3	8	78	92	18	57	1	4
2015-10-26	177	37	39	60	13	20	2	100	9	104	76	24	137	14	52	24	45	45	550	6	2	2	2	10103	10143	24	10048	2	57	2	82	15	4	82	96	2	64	14	8
2015-10-27	138	39	40	60	13	30	1	100	9	109	71	2	152	14	54	6	60	60	677	0	0	0	1	10133	10155	24	10115	14	60	23	76	13	6	80	89	23	68	13	10
2015-10-28	130	8	16	20	1	10	10	50	1	119	87	8	171	13	62	24	26	26	487	0	-1	-1	2	10221	10253	21	10163	1	2	20	67	13	6	91	100	22	79	12	7
2015-10-29	179	17	19	30	12	10	2	50	12	123	73	5	170	15	43	6	18	18	330	4	4	4	21	10221	10247	1	10203	24	1	1	69	14	6	93	100	1	77	14	5
2015-10-30	206	31	31	40	9	20	24	70	9	133	119	1	143	13	102	6	0	0	208	0	0	0	1	10206	10215	11	10194	3	36	3	58	14	8	92	96	3	87	14	3
2015-10-31	159	28	29	40	11	20	1	70	11	135	108	24	166	12	88	24	60	62	626	0	0	0	1	10174	10203	1	10138	24	43	24	75	11	4	87	97	24	67	14	10
2015-11-01	174	25	28	50	13	10	18	80	13	127	91	7	170	15	81	12	56	58	648	48	58	16	22	10123	10139	24	10113	11	32	7	68	15	4	91	98	7	76	13	10
2015-11-02	146	28	33	50	20	20	1	80	23	119	97	7	142	15	87	6	41	43	456	5	2	1	1	10105	10142	5	10040	24	1	6	67	15	7	92	100	5	81	13	7
2015-11-03	148	42	42	50	10	40	1	90	10	144	114	2	167	14	103	6	0	0	270	0	-1	-1	13	10009	10035	1	9983	23	59	1	75	14	8	83	91	2	74	22	4
2015-11-04	156	41	45	80	2	20	16	130	2	147	124	7	183	13	97	18	52	55	619	0	-1	-1	1	10013	10052	23	9969	3	70	17	83	13	6	75	87	23	62	13	10
2015-11-05	102	13	18	50	3	0	18	70	3	124	72	24	170	15	60	24	43	46	463	0	-1	-1	1	10063	10112	24	10037	3	27	23	70	1	5	86	98	18	68	15	7
2015-11-06	11	35	37	50	11	10	1	110	15	111	77	1	124	14	66	6	0	0	156	0	0	0	1	10169	10205	23	10116	1	27	24	50	14	8	89	98	1	80	15	2
2015-11-07	64	41	45	50	1	40	5	100	11	100	90	24	106	14	88	24	0	0	80	0	0	0	1	10195	10208	8	10183	17	32	4	41	13	8	88	92	3	83	19	1
2015-11-08	94	33	34	40	1	10	23	70	2	85	48	24	116	13	28	24	55	60	509	0	0	0	1	10178	10185	1	10167	14	10	23	50	15	5	90	98	22	80	12	7
2015-11-09	124	18	20	30	10	10	18	60	8	83	52	2	131	14	27	24	36	39	426	0	0	0	1	10201	10221	22	10181	1	1	21	56	11	4	93	100	19	82	12	6
2015-11-10	102	31	32	60	23	10	7	100	24	55	27	7	74	12	8	12	5	5	301	0	0	0	1	10217	10222	8	10211	15	1	2	44	23	5	98	100	2	93	23	4
2015-11-11	127	51	52	70	10	30	19	130	13	74	48	24	101	15	33	24	10	11	236	0	0	0	1	10222	10243	24	10215	4	36	1	61	12	5	84	93	1	79	13	3
2015-11-12	138	26	28	40	1	10	16	70	9	61	33	24	108	14	16	24	64	71	505	0	0	0	1	10291	10326	23	10244	1	25	23	59	13	1	88	98	23	76	11	7
