Datum	DDVEC	FHVEC	FG	FHX	FHXH	FHN	FHNH	FXX	FXXH	TG	TN	TNH	TX	TXH	T10N	T10NH	SQ	SP	Q	DR	RH	RHX	RHXH	PG	PX	PXH	PN	PNH	VVN	VVNH	VVX	VVXH	NG	UG	UX	UXH	UN	UNH	EV2
2015-12-25	235	56	56	60	1	40	8	120	12	92	69	1	106	14	65	6	5	6	129	7	1	1	9	10278	10309	24	10254	5	28	8	68	15	8	88	97	8	82	14	2
2015-12-26	236	48	48	60	23	40	7	130	23	109	102	5	120	13	96	24	2	3	142	4	1	1	6	10331	10348	20	10308	3	31	6	70	13	8	90	97	6	84	24	2
2015-12-27	222	37	39	60	2	30	8	110	5	87	77	22	102	1	72	24	0	0	105	0	0	0	1	10338	10354	10	10302	24	62	22	75	7	8	81	87	1	74	5	1
2015-12-28	217	57	60	80	16	40	1	130	11	68	57	13	78	1	54	24	0	0	54	0	-1	-1	12	10212	10296	1	10175	17	43	12	71	22	7	84	93	13	71	22	1
2015-12-29	260	59	61	80	12	50	14	180	22	68	47	12	78	18	45	12	12	15	115	49	45	15	12	10140	10192	8	10064	23	50	17	70	19	7	77	95	13	68	7	2
2015-12-30	285	35	42	70	1	20	18	210	1	53	38	5	80	13	18	18	36	46	272	22	14	5	5	10127	10158	16	10069	1	58	6	75	1	6	81	87	8	73	12	3
2015-12-31	211	29	36	50	4	10	11	100	23	77	37	3	107	23	36	6	0	0	67	112	45	11	5	10091	10119	1	10079	7	14	11	61	14	8	96	98	6	92	22	1
2016-01-01	227	55	58	80	21	40	16	150	22	116	102	24	129	20	99	24	0	0	80	113	142	26	21	10057	10092	9	10001	21	19	1	65	6	8	95	97	1	91	14	1
2016-01-02	236	44	45	60	13	30	7	130	15	75	46	24	103	1	34	24	29	37	261	0	-1	-1	1	10081	10142	22	10024	1	60	10	75	15	5	83	92	1	73	15	4
2016-01-03	222	79	87	130	12	50	1	230	13	74	48	1	107	12	38	6	0	0	59	56	106	49	15	10043	10137	1	9957	14	36	15	80	19	6	81	94	14	56	20	1
2016-01-04	253	67	71	100	23	60	1	220	5	71	54	5	86	24	49	6	7	9	200	75	80	15	21	10086	10149	11	9966	24	56	3	71	6	8	79	93	20	69	13	3
2016-01-05	289	77	83	110	2	60	17	230	5	74	49	21	102	5	38	24	17	22	158	55	119	43	5	9950	10063	24	9886	8	18	5	72	23	7	77	95	5	64	11	2
2016-01-06	301	40	52	70	1	30	17	160	1	67	42	22	88	12	29	24	14	18	217	11	12	10	7	10175	10219	16	10076	1	58	6	69	20	7	78	87	24	70	13	3
2016-01-07	279	51	56	70	12	40	20	140	12	78	51	1	94	7	46	6	7	9	148	49	49	19	5	10156	10185	21	10122	7	24	4	67	7	8	83	98	4	73	14	2
2016-01-08	291	35	37	50	1	20	21	110	2	74	55	23	84	13	40	24	3	4	120	0	-1	-1	3	10219	10260	22	10180	1	61	22	67	3	8	82	95	22	72	13	2
2016-01-09	266	31	34	40	7	20	23	100	16	83	65	1	95	14	57	24	7	9	121	9	1	1	4	10266	10306	24	10246	5	16	3	75	14	7	89	98	3	78	14	2
2016-01-10	243	28	29	40	14	10	5	80	22	75	22	6	93	19	-9	6	24	30	228	0	0	0	1	10318	10328	10	10309	1	13	5	75	13	5	88	98	5	77	21	3
2016-01-11	240	36	36	50	22	30	1	90	22	84	75	8	90	2	63	12	0	0	75	31	10	5	11	10309	10319	10	10285	24	19	19	70	1	8	94	98	15	87	1	1
2016-01-12	265	49	55	80	12	30	22	190	13	79	52	23	105	13	29	24	11	14	115	2	1	1	19	10233	10276	1	10193	13	48	3	71	13	6	83	95	3	72	15	2
2016-01-13	308	31	33	50	12	20	6	130	12	55	37	7	75	13	1	18	52	64	384	8	6	2	5	10281	10303	21	10253	2	63	11	74	10	5	73	89	5	57	14	5
2016-01-14	321	19	20	30	1	10	20	80	3	40	-1	22	73	14	-20	24	40	49	341	0	0	0	1	10288	10300	2	10276	24	61	22	73	15	6	79	97	22	57	14	4
2016-01-15	68	15	19	30	14	10	1	60	15	18	-21	23	66	14	-56	24	28	34	322	0	0	0	1	10271	10277	10	10263	14	60	3	81	13	4	87	97	1	62	13	4
2016-01-16	100	14	15	30	1	10	6	40	1	-10	-44	24	48	13	-69	24	70	85	406	0	0	0	1	10282	10295	21	10270	1	56	24	71	13	0	85	98	22	63	13	4
2016-01-17	192	17	19	30	13	10	1	50	12	-3	-53	3	61	14	-75	6	66	79	410	0	0	0	1	10294	10303	9	10288	3	50	7	72	14	1	81	98	8	57	15	4
2016-01-18	214	47	48	70	13	20	1	120	13	26	-18	1	62	24	-58	6	0	0	136	62	34	14	15	10247	10289	1	10209	24	14	15	64	1	7	89	98	15	75	1	2
2016-01-19	262	34	39	60	15	10	10	220	23	67	50	23	81	6	42	24	10	12	117	104	102	25	6	10148	10202	1	10118	23	14	1	75	23	7	91	98	1	75	24	2
2016-01-20	280	40	43	70	3	20	17	140	3	46	24	23	68	11	4	24	18	21	218	12	13	5	11	10140	10160	22	10121	1	58	16	71	12	7	81	91	13	70	2	3
2016-01-21	265	58	63	80	20	40	1	170	22	78	34	1	109	12	20	6	0	0	146	77	43	9	13	10064	10141	1	10035	16	24	5	70	11	8	83	98	2	68	18	2
2016-01-22	274	59	61	90	14	30	23	200	14	68	50	23	99	14	33	24	10	12	159	33	40	16	22	10078	10132	24	10036	14	50	10	70	19	6	80	95	10	68	16	2
2016-01-23	274	35	36	50	11	30	1	140	20	54	29	24	80	12	6	24	47	55	384	27	33	9	19	10145	10169	24	10134	1	50	20	70	21	5	84	91	7	74	13	5
2016-01-24	224	15	21	30	11	10	7	60	1	33	0	7	59	13	-33	12	14	16	208	0	-1	-1	24	10203	10216	24	10174	1	45	22	70	1	6	92	98	22	86	1	2
2016-01-25	142	38	38	50	14	30	1	80	14	41	29	6	52	14	22	6	2	2	200	0	-1	-1	1	10191	10211	1	10165	24	48	23	61	2	8	89	94	1	84	14	2
2016-01-26	154	42	44	60	10	20	18	110	10	45	36	3	62	17	18	24	0	0	80	99	54	10	18	10141	10162	1	10122	15	19	7	58	15	7	96	97	4	91	15	1
2016-01-27	195	33	35	50	11	20	23	100	11	43	14	8	80	13	1	12	63	72	478	0	0	0	1	10205	10239	24	10165	1	42	2	72	13	3	89	98	1	74	13	6
2016-01-28	110	17	23	30	1	10	19	50	10	28	-11	20	68	15	-38	24	54	61	503	0	0	0	1	10283	10318	23	10240	1	18	20	65	13	6	91	98	8	75	14	6
2016-01-29	50	30	31	40	6	20	2	70	6	-7	-17	24	8	5	-21	24	0	0	162	0	0	0	1	10308	10318	9	10288	24	34	24	60	8	8	81	91	1	75	9	2
2016-01-30	74	27	28	40	21	10	7	60	21	-20	-27	6	-12	19	-30	6	0	0	71	5	1	1	6	10267	10283	1	10258	15	12	5	56	23	8	86	93	5	76	23	1
2016-01-31	61	46	46	60	15	30	2	120	17	-39	-66	24	-11	14	-75	24	77	85	571	0	0	0	1	10280	10322	24	10259	3	56	1	61	12	1	67	76	2	55	14	5
2016-02-01	56	55	55	80	13	30	3	130	13	-49	-79	6	-13	14	-91	6	77	85	646	0	0	0	1	10340	10354	23	10324	1	60	5	83	18	0	49	74	3	30	15	6
2016-02-02	54	48	48	60	3	20	24	100	1	-65	-88	8	-35	15	-111	24	81	89	667	0	0	0	1	10363	10379	22	10352	3	73	10	81	1	0	51	70	24	30	13	5
2016-02-03	130	12	23	50	13	10	3	110	13	-82	-159	24	-51	11	-200	24	3	3	204	53	29	15	13	10379	10405	23	10359	12	6	13	75	1	6	87	94	21	74	1	2
2016-02-04	132	8	15	30	24	0	9	50	24	-121	-189	7	-45	13	-218	12	81	88	899	0	0	0	1	10390	10418	9	10334	24	29	19	73	14	1	84	95	18	62	14	5
2016-02-05	143	28	29	40	4	10	22	70	10	-71	-102	1	-51	14	-112	6	63	68	606	0	0	0	1	10327	10340	21	10310	5	57	4	71	13	7	67	81	1	53	12	5
2016-02-06	121	18	22	30	9	10	1	60	9	-84	-146	23	-33	14	-171	24	80	85	714	0	0	0	1	10356	10381	24	10337	3	61	7	79	14	2	67	90	7	35	14	5
2016-02-07	44	37	38	60	14	20	3	100	15	-85	-153	8	-37	24	-172	12	85	90	721	0	-1	-1	16	10415	10429	10	10387	1	57	16	73	14	3	71	82	4	47	10	5
2016-02-08	51	44	45	60	3	20	23	120	3	-33	-89	24	-9	14	-131	24	51	54	558	0	0	0	1	10403	10418	1	10390	15	50	24	74	12	4	75	92	24	65	15	5
2016-02-09	17	23	27	40	15	10	7	90	16	-44	-97	4	5	16	-132	6	12	13	212	0	0	0	1	10390	10404	24	10374	15	44	5	75	16	4	84	93	5	69	16	2
2016-02-10	69	32	33	50	11	20	4	80	13	-61	-108	8	-21	15	-143	12	87	91	868	0	0	0	1	10403	10417	9	10390	24	60	1	75	19	0	68	93	7	48	18	7
2016-02-11	56	23	25	50	12	10	20	80	12	-73	-119	8	-30	14	-146	12	83	86	794	0	0	0	1	10372	10386	1	10358	24	57	24	73	12	3	73	95	24	60	11	6
2016-02-12	219	16	19	30	11	0	3	50	13	-37	-98	1	-5	24	-117	6	0	0	293	14	4	2	23	10320	10355	1	10292	24	4	24	62	9	8	87	98	24	69	11	3
2016-02-13	277	18	22	30	13	10	1	70	14	27	-5	1	50	12	-5	6	8	8	334	36	13	4	17	10212	10285	1	10154	21	1	2	70	13	8	95	100	1	85	13	4
2016-02-14	316	36	38	50	21	30	5	100	4	46	31	5	59	13	25	6	5	5	352	78	30	7	21	10165	10190	11	10121	24	32	22	66	11	8	91	98	1	76	14	4
2016-02-15	327	52	53	70	4	20	23	140	4	56	40	24	68	12	29	12	1	1	279	7	2	2	13	10157	10219	24	10112	3	58	3	67	14	8	84	95	24	71	11	4
2016-02-16	274	28	32	50	24	20	3	90	24	55	40	1	75	13	29	6	0	0	311	0	-1	-1	1	10235	10253	11	10220	24	19	5	67	15	8	93	98	5	86	15	4
2016-02-17	257	32	35	50	14	20	17	80	13	68	45	1	95	13	43	6	28	28	422	10	3	2	2	10209	10219	10	10184	24	9	24	73	15	8	91	100	24	74	15	6
2016-02-18	232	58	60	90	16	30	23	160	17	70	35	24	91	14	23	24	1	1	182	46	70	26	21	10111	10179	1	10061	19	12	1	75	11	8	90	98	1	79	12	2
2016-02-19	289	33	35	60	12	10	23	110	11	29	-12	24	60	12	-53	24	62	61	638	9	6	4	3	10196	10303	24	10090	1	60	12	73	13	3	81	90	3	61	15	8
2016-02-20	226	38	39	60	13	10	5	100	13	22	-34	5	64	14	-70	6	81	79	912	0	0	0	1	10319	10338	11	10294	24	58	5	81	19	3	73	98	5	47	15	10
2016-02-21	231	50	51	60	1	40	17	110	4	57	28	1	93	15	20	6	9	9	453	0	0	0	1	10285	10295	24	10272	6	60	24	77	1	7	81	89	24	69	1	6
2016-02-22	221	67	67	90	20	50	1	170	15	67	52	1	90	13	46	6	35	34	611	40	22	10	23	10245	10293	1	10181	24	24	23	75	10	7	78	97	24	61	12	8
2016-02-23	241	46	46	70	1	30	8	130	1	101	60	1	129	13	58	6	19	18	467	34	13	5	4	10210	10234	24	10175	4	16	3	67	16	8	93	98	1	84	14	7
2016-02-24	253	35	37	50	1	10	23	110	1	81	20	24	99	2	-16	24	0	0	199	8	2	1	18	10247	10272	22	10233	4	4	23	60	16	7	95	99	23	89	16	3
2016-02-25	289	24	27	50	13	10	3	100	15	53	1	4	103	13	-29	6	73	69	1006	0	0	0	1	10246	10268	1	10233	15	3	4	76	15	6	85	100	1	62	15	13
2016-02-26	309	23	25	30	1	10	22	60	9	68	54	1	96	12	44	6	12	11	398	0	-1	-1	6	10263	10284	20	10235	4	58	24	75	17	8	83	93	6	71	12	5
2016-02-27	230	37	38	60	12	20	1	100	12	62	33	5	82	11	27	6	4	4	350	0	0	0	1	10242	10279	1	10224	24	21	20	59	1	8	93	98	19	82	11	5
2016-02-28	245	31	31	40	1	20	23	70	2	87	76	1	98	14	73	6	0	0	181	27	4	1	10	10230	10250	24	10215	4	5	20	50	1	8	98	100	11	95	1	3
2016-02-29	239	24	24	30	4	20	1	60	4	88	82	19	95	15	80	18	0	0	221	7	1	1	6	10254	10259	10	10248	3	7	2	56	14	8	96	99	2	92	23	3
2016-03-01	217	10	15	30	9	10	3	50	1	90	83	10	101	15	82	6	0	0	244	0	0	0	1	10263	10278	24	10249	5	21	9	36	1	8	94	96	9	90	14	3
2016-03-02	79	21	25	40	13	10	3	70	13	88	60	24	131	14	32	24	44	40	790	0	0	0	1	10263	10282	10	10229	24	22	2	57	13	6	88	98	2	67	14	11
2016-03-03	173	24	30	40	5	20	10	70	13	93	63	1	125	13	15	24	3	3	364	0	-1	-1	20	10217	10229	23	10209	5	23	1	56	9	7	87	97	2	71	13	5
2016-03-04	156	30	34	50	16	20	5	80	16	79	29	5	113	16	6	6	7	6	464	68	33	8	19	10175	10229	1	10103	24	1	5	63	15	7	94	100	7	75	15	6
2016-03-05	131	51	53	70	13	30	23	110	12	56	42	9	84	1	39	24	0	0	287	58	45	16	2	10130	10186	24	10089	4	24	3	75	11	8	83	97	2	72	16	4
2016-03-06	148	21	27	50	11	10	21	80	11	57	1	24	97	14	-35	24	34	30	688	0	0	0	1	10241	10266	20	10190	1	31	23	76	15	6	77	98	23	61	14	9
2016-03-07	207	38	48	80	14	20	1	130	15	43	-5	1	62	21	-40	6	0	0	205	68	110	26	16	10174	10256	1	10111	18	33	1	65	21	6	89	98	1	76	12	3
2016-03-08	293	31	33	50	10	10	21	100	10	58	25	21	92	13	-21	24	64	57	814	0	0	0	1	10281	10350	23	10182	1	57	21	66	2	4	81	98	21	66	13	11
2016-03-09	223	41	42	60	14	20	1	100	13	78	41	6	106	12	27	6	27	24	637	0	0	0	1	10345	10352	9	10338	23	60	6	69	14	7	80	89	6	71	14	9
2016-03-10	265	25	29	40	1	10	24	80	12	91	76	6	115	15	70	6	17	15	381	14	7	4	11	10340	10347	10	10332	6	26	6	75	17	8	91	98	6	71	17	5
2016-03-11	306	25	26	40	12	10	8	80	13	89	46	6	138	13	7	6	97	84	1212	0	0	0	1	10349	10360	8	10333	24	33	23	78	16	3	83	98	5	60	13	17
2016-03-12	343	17	22	30	12	10	5	60	12	79	11	7	135	13	-19	6	58	50	948	0	0	0	1	10334	10343	23	10328	5	1	5	74	16	5	89	100	5	73	12	13
2016-03-13	356	11	14	30	14	0	4	40	11	80	70	5	95	11	63	24	0	0	285	0	0	0	1	10343	10350	11	10338	17	61	22	75	8	8	80	90	4	71	11	4
2016-03-14	78	10	12	20	17	10	1	40	12	63	5	24	86	15	-23	24	2	2	429	0	0	0	1	10322	10336	1	10306	24	42	24	66	12	7	80	98	24	68	14	6
2016-03-15	151	17	19	30	13	10	1	60	14	67	-16	5	151	16	-40	6	109	93	1417	0	0	0	1	10260	10303	1	10220	24	11	3	56	14	0	84	98	1	59	16	19
2016-03-16	232	21	28	50	7	10	4	100	12	75	27	4	118	17	-15	6	41	35	793	0	0	0	1	10195	10217	1	10168	24	3	6	45	12	4	89	99	3	75	14	11
2016-03-17	214	29	32	40	9	20	18	90	10	93	57	7	125	12	38	6	33	28	851	0	-1	-1	19	10151	10167	10	10122	24	46	24	65	11	6	78	91	24	63	11	12
2016-03-18	258	22	36	60	10	10	19	100	5	72	24	24	99	13	-8	24	14	12	469	8	6	4	5	10158	10244	24	10097	4	38	5	75	12	7	87	98	24	70	14	6
2016-03-19	280	22	24	50	13	10	1	100	15	48	-19	5	116	14	-48	6	106	88	1442	0	0	0	1	10308	10344	21	10249	1	1	2	81	17	1	80	100	5	50	15	18
2016-03-20	239	29	30	40	10	10	21	90	12	85	34	1	136	15	-9	6	94	78	1395	0	0	0	1	10345	10356	22	10334	4	61	6	81	17	4	74	89	6	56	12	20
2016-03-21	59	3	18	30	16	10	2	60	12	93	12	6	160	15	-17	6	111	91	1526	0	0	0	1	10354	10371	10	10337	17	7	4	68	17	1	77	99	4	49	14	22
2016-03-22	69	33	35	50	13	20	1	100	15	123	51	3	192	15	8	6	109	89	1587	0	0	0	1	10312	10340	1	10290	17	16	5	79	14	0	76	98	2	50	15	25
2016-03-23	51	17	24	40	17	10	22	60	14	121	56	5	197	14	22	6	113	92	1594	0	0	0	1	10273	10287	1	10259	16	43	22	64	13	0	75	96	22	46	13	25
2016-03-24	20	26	27	40	14	10	6	70	14	111	46	6	179	14	16	6	106	86	1474	0	0	0	1	10283	10304	24	10270	1	9	6	75	19	2	79	100	6	52	14	22
2016-03-25	33	29	30	40	15	20	7	70	14	95	39	6	169	15	39	6	87	70	1606	0	0	0	1	10334	10361	24	10307	1	29	7	80	11	3	76	98	5	38	14	23
2016-03-26	22	26	28	50	12	10	2	80	11	98	20	6	166	13	-7	6	115	92	1712	0	0	0	1	10363	10372	10	10354	17	39	6	83	19	0	72	98	5	48	13	25
2016-03-27	342	21	23	40	12	10	4	70	12	100	16	5	182	15	-11	6	103	82	1583	0	0	0	1	10354	10365	8	10341	24	4	4	67	17	1	76	99	4	46	12	23
2016-03-28	314	21	21	40	15	0	7	80	16	104	29	6	184	14	8	6	109	86	1717	0	0	0	1	10308	10338	1	10273	24	0	3	74	16	2	73	100	4	36	17	25
2016-03-29	316	35	37	60	13	10	6	120	13	88	42	2	117	11	12	6	34	27	795	0	0	0	1	10247	10270	1	10225	24	11	1	74	14	7	82	98	1	68	11	11
2016-03-30	317	38	41	60	3	20	22	120	3	86	71	24	101	14	62	24	0	0	375	0	-1	-1	8	10205	10222	1	10166	24	60	24	75	14	8	85	90	20	78	13	5
2016-03-31	340	38	44	70	12	10	24	120	10	68	10	24	93	9	-27	24	27	21	791	0	-1	-1	9	10166	10205	24	10139	5	42	4	80	16	6	76	96	24	54	15	11
2016-04-01	297	27	28	50	14	10	3	100	15	49	-23	6	97	13	-72	6	77	60	1268	0	0	0	1	10181	10206	1	10145	24	12	5	81	11	3	77	98	4	56	13	16
2016-04-02	264	13	18	30	13	0	23	60	12	81	22	23	135	14	-23	24	32	25	1048	0	0	0	1	10100	10144	1	10059	24	19	23	80	13	6	79	98	22	55	14	15
2016-04-03	193	2	19	30	9	10	1	60	11	90	17	5	141	12	-20	6	44	34	1240	7	7	4	24	10031	10056	1	10017	22	12	4	70	13	7	71	98	1	45	14	18
2016-04-04	53	29	30	40	7	10	1	80	24	75	54	2	90	18	24	6	0	0	381	0	-1	-1	14	10091	10160	24	10024	2	19	1	58	19	7	89	98	1	81	22	5
2016-04-05	40	40	41	50	1	20	21	90	7	59	17	24	102	15	-24	24	34	26	1131	0	0	0	1	10180	10191	9	10162	1	57	1	72	15	6	75	85	21	62	15	15
2016-04-06	305	22	24	40	14	10	5	90	20	60	-11	6	112	14	-46	6	94	71	1748	15	4	3	22	10126	10176	1	10080	24	30	6	82	15	4	68	98	6	28	16	23
2016-04-07	349	30	32	50	10	10	3	110	12	53	20	23	79	12	-7	24	19	14	887	9	3	3	2	10101	10129	23	10076	4	64	1	81	17	8	70	94	5	46	12	11
2016-04-08	212	31	32	60	21	0	7	120	20	62	-4	3	97	12	-33	6	60	45	1570	22	6	3	23	10123	10155	9	10060	24	47	23	82	9	6	73	97	3	44	11	21
2016-04-09	216	50	52	70	22	30	9	120	15	90	68	1	101	13	66	6	0	0	415	140	92	19	1	9987	10052	1	9923	24	26	4	65	19	8	93	98	1	89	7	6
2016-04-10	202	45	46	70	2	20	19	120	2	95	75	23	112	11	67	24	0	0	639	87	41	9	9	9924	9945	24	9903	4	33	23	75	16	8	89	98	23	71	12	9
2016-04-11	218	29	34	50	7	10	24	100	11	79	41	24	127	12	15	24	42	31	1306	6	2	1	17	9983	10008	23	9945	1	21	24	81	12	7	83	98	24	52	14	18
2016-04-12	250	6	19	40	14	10	1	80	14	71	21	3	125	12	-3	6	26	19	1009	9	17	17	14	10024	10046	23	10007	1	0	5	80	13	7	84	100	3	53	13	14
2016-04-13	300	5	18	30	12	10	5	70	12	73	23	5	117	14	-7	6	10	7	880	14	35	33	19	10051	10056	8	10043	3	4	5	80	16	7	85	99	5	60	15	12
2016-04-14	346	27	28	50	17	10	1	80	14	76	18	3	126	15	-8	6	101	73	1784	0	0	0	1	10066	10098	24	10049	5	9	3	81	15	4	75	100	3	47	15	24
2016-04-15	4	43	45	70	16	20	2	130	18	66	36	3	96	11	20	6	21	15	968	6	2	2	6	10156	10212	24	10097	1	65	1	81	19	6	71	93	6	51	15	13
2016-04-16	335	29	31	50	11	10	21	100	11	50	-14	24	101	13	-49	24	90	65	1663	0	0	0	1	10217	10227	9	10192	24	65	22	81	9	2	69	97	24	44	12	21
2016-04-17	189	52	53	90	14	10	1	160	14	49	-24	3	100	13	-63	6	13	9	1002	26	23	11	17	10059	10183	1	9971	24	59	3	76	10	7	79	98	3	45	13	13
2016-04-18	167	52	55	80	13	30	4	130	13	84	38	4	132	16	28	6	44	31	1236	18	24	12	20	9908	9964	1	9859	24	57	5	82	17	7	78	95	3	55	16	17
2016-04-19	177	44	47	70	10	20	19	130	16	89	41	23	134	16	0	24	40	28	1057	10	4	3	3	9889	9923	23	9854	2	65	22	81	13	6	75	93	22	53	15	15
2016-04-20	193	33	35	50	11	20	22	110	15	82	46	3	133	14	7	6	46	32	1028	5	14	14	15	9949	9972	23	9922	1	57	24	80	16	6	81	93	24	64	14	14
2016-04-21	211	33	38	70	9	20	3	120	9	78	51	3	119	15	36	6	30	21	1099	33	31	11	4	9978	10010	23	9954	5	50	4	82	16	7	83	97	4	58	15	15
2016-04-22	215	41	44	60	8	30	19	150	12	88	60	22	133	15	41	24	49	34	1379	8	8	4	21	10030	10042	20	10010	1	58	4	80	15	6	79	94	6	56	14	20
2016-04-23	181	38	45	60	8	20	20	100	8	94	64	1	144	14	56	6	30	21	1273	53	22	8	2	9988	10026	1	9944	24	59	4	83	18	8	76	95	2	49	13	18
2016-04-24	222	16	30	40	13	20	4	80	15	97	69	4	135	14	62	6	56	39	1597	13	4	3	1	9956	9996	24	9934	4	59	24	82	16	7	80	97	4	59	13	23
2016-04-25	167	51	54	80	16	30	2	150	18	100	63	5	134	11	51	6	40	28	1061	19	12	6	15	9969	9999	2	9942	18	32	5	82	11	7	82	97	5	60	12	16
2016-04-26	193	60	61	90	9	40	3	160	10	114	92	12	146	13	88	6	29	20	944	27	71	28	12	10019	10089	24	9945	1	60	14	80	13	7	77	86	20	66	13	14
2016-04-27	208	36	43	80	9	10	19	130	9	123	98	2	160	13	87	24	62	42	1419	0	-1	-1	4	10141	10172	23	10092	1	65	21	80	11	7	76	92	22	57	13	22
2016-04-28	34	48	50	90	23	30	1	150	23	105	89	23	124	14	87	24	0	0	426	27	53	44	6	10128	10171	1	10082	23	31	6	70	1	8	91	98	6	79	3	6
2016-04-29	67	15	32	70	2	10	14	130	2	125	75	24	184	14	42	24	37	25	1006	0	-1	-1	9	10078	10133	24	10046	11	11	24	75	18	6	84	98	23	68	14	16
2016-04-30	70	28	35	70	20	10	1	120	18	158	50	5	224	14	21	6	87	59	2097	0	0	0	1	10158	10174	9	10136	1	5	2	82	17	4	66	99	2	38	14	35
2016-05-01	40	11	31	50	1	10	20	100	2	149	104	24	192	15	79	24	22	15	1156	25	35	18	7	10171	10202	22	10136	2	30	24	82	1	6	81	97	23	63	1	19
2016-05-02	330	18	25	40	11	10	2	80	16	143	93	2	198	12	67	6	30	20	1450	18	16	11	22	10150	10193	1	10121	19	2	6	69	16	7	86	100	3	63	12	24
2016-05-03	205	30	30	40	3	20	7	80	14	125	110	5	143	15	110	6	1	1	540	0	0	0	1	10103	10120	1	10070	24	11	1	75	17	8	88	98	1	77	14	8
2016-05-04	260	24	31	50	8	10	20	90	8	99	70	22	120	11	51	24	4	3	550	2	1	1	10	10050	10063	1	10044	8	56	1	75	11	8	85	92	22	77	18	8
2016-05-05	40	33	35	50	7	10	3	90	6	86	68	24	101	11	62	6	0	0	754	8	2	2	13	10081	10109	23	10052	1	57	4	81	19	8	76	95	3	63	20	11
2016-05-06	48	37	38	60	9	10	22	110	11	81	49	24	118	14	17	24	54	36	1745	0	0	0	1	10130	10168	23	10108	1	70	22	81	16	8	69	90	23	52	14	24
2016-05-07	136	25	30	40	12	10	3	80	13	99	20	3	151	15	-9	6	91	60	2224	0	0	0	1	10172	10188	8	10145	24	59	24	80	14	5	68	97	3	48	13	32
2016-05-08	178	29	32	60	12	10	20	120	12	136	97	4	176	17	92	6	1	1	773	72	97	35	21	10101	10139	1	10078	17	19	23	80	16	8	82	98	20	67	15	12
2016-05-09	212	26	31	50	13	20	1	100	17	157	136	1	189	14	131	6	24	16	973	34	123	33	7	10114	10146	22	10079	3	22	1	75	13	8	88	98	1	75	14	16
2016-05-10	208	48	52	70	7	30	1	130	11	183	152	2	218	13	146	6	8	5	753	74	101	28	20	10134	10151	24	10125	10	57	8	75	10	8	87	96	20	71	13	13
2016-05-11	256	46	53	70	7	20	24	140	9	138	73	24	174	1	47	24	37	24	1313	0	-1	-1	2	10213	10292	24	10154	1	70	1	80	15	6	77	90	2	57	16	21
2016-05-12	324	27	29	50	12	10	21	130	12	87	27	24	131	11	-6	24	84	54	1980	1	2	2	7	10345	10367	20	10297	1	34	24	81	10	4	73	98	24	49	11	28
2016-05-13	223	14	17	30	15	0	4	60	18	88	9	4	143	13	-19	6	95	61	2016	0	0	0	1	10301	10356	1	10228	24	1	3	82	19	3	73	100	3	50	17	29
2016-05-14	233	32	37	60	11	10	21	120	11	111	36	4	166	15	6	6	121	78	2499	0	-1	-1	24	10164	10219	1	10114	24	61	23	80	10	3	69	95	4	43	15	38
2016-05-15	288	17	32	50	19	10	8	190	11	89	76	23	124	17	64	24	26	17	906	36	49	19	11	10107	10167	24	10082	9	64	5	80	17	7	83	91	20	64	17	13
2016-05-16	303	38	40	60	10	10	22	160	12	82	23	24	120	11	-13	24	110	70	2151	9	9	5	4	10227	10254	20	10173	1	32	24	80	12	4	70	98	23	48	13	30
2016-05-17	142	19	30	50	17	10	1	80	18	104	16	2	150	12	-21	6	100	63	2234	0	0	0	1	10189	10243	1	10111	24	3	1	80	10	4	64	99	1	44	14	33
2016-05-18	143	26	35	50	8	10	19	100	14	134	94	5	191	13	78	6	25	16	1321	10	15	11	20	10079	10102	1	10059	12	50	20	80	6	7	74	98	21	58	12	21
2016-05-19	235	6	28	40	11	20	1	90	11	154	114	1	206	15	96	6	79	50	1968	0	-1	-1	2	10106	10113	8	10097	1	59	24	75	12	5	74	96	5	48	14	33
2016-05-20	8	20	25	40	7	10	19	80	7	164	125	3	227	16	113	6	44	28	1494	52	50	19	22	10070	10094	1	10045	24	44	11	71	18	7	88	98	22	64	16	25
2016-05-21	346	31	32	50	12	20	1	90	15	190	133	5	247	16	109	6	63	39	2023	0	0	0	1	10025	10042	1	10014	14	1	5	73	17	5	80	100	5	61	12	36
2016-05-22	354	22	26	40	2	10	20	90	15	214	147	5	284	15	139	6	124	78	2464	0	0	0	1	10088	10158	24	10033	1	46	4	74	17	2	74	96	4	46	14	46
2016-05-23	231	5	17	40	19	10	1	110	17	203	135	4	288	15	114	6	90	56	2254	6	225	126	17	10207	10254	24	10161	1	15	4	75	19	3	82	98	1	59	15	41
2016-05-24	72	28	30	50	17	10	3	90	24	224	169	4	283	14	126	24	130	81	2631	15	10	8	2	10255	10266	23	10243	17	30	5	83	23	2	65	98	3	48	16	50
2016-05-25	72	61	62	80	10	40	24	140	13	208	148	5	257	15	132	6	148	92	2873	0	0	0	1	10255	10275	6	10235	18	67	24	83	3	0	50	81	24	35	11	53
2016-05-26	76	41	42	60	13	20	5	100	11	202	142	4	256	15	115	6	147	91	2879	0	0	0	1	10220	10235	6	10202	17	64	1	83	20	0	50	85	1	31	16	53
